指標名,ホール・劇場,,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,,
年次,2024年3月末,,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件、2024年度：469件）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯,施設種別
江東区,森下１丁目,-,東京都江東区森下1-5-4,35.68657,139.7981,Studio Chez Claude,03-3631-7733,http://chez-claude.com/,,,,,,,,,,,ホール・劇場
江東区,森下３丁目,-,東京都江東区森下3-12-17,35.68486,139.80185,江東区森下文化センター〔第1レクホール〕,03-5600-8666 ,https://www.kcf.or.jp/morishita/,350,350,オープン形式,シューボックス形式,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ダンス・パフォーマンス, 合唱, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,森下３丁目,-,東京都江東区森下3-12-17,35.68486,139.80185,江東区森下文化センター〔多目的ホール〕,03-5600-8666 ,https://www.kcf.or.jp/morishita/,270,270,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,森下３丁目,-,東京都江東区森下3-12-17,35.68486,139.80185,江東区森下文化センター〔ＡＶ・ホール〕,03-5600-8666 ,https://www.kcf.or.jp/morishita/,140,140,舞台なし,シューボックス形式,可動席（スタッキングチェア）,"クラシック, ジャズ, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 講演会","合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,青海１丁目,-,東京都江東区青海1-3-15,35.6256,139.7809,ヴィーナスフォート〔教会広場〕,03-3599-1737,https://www.venusfort.co.jp/company/eventspace.html,150,400,オープン形式,,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 世界の民族音楽, ダンス・パフォーマンス","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 世界の民族音楽, ダンス・パフォーマンス",一般への貸出はしていない,,11:00～21:00,ホール・劇場
江東区,青海２丁目,-,東京都江東区青海2-2-1,35.6205,139.77542,東京国際交流館　プラザ平成〔国際交流会議場〕,03-5564-3030,http://www.jasso.go.jp/ryugaku/kyoten/tiec/index.html,479,499,オープン形式,アリーナ・平土間形式,ロールバックチェア,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会, -, -, -","講演会, 展示会, -",一般に貸出している,,9:00～23:00,ホール・劇場
江東区,青海２丁目,-,東京都江東区青海2-2-1,35.6205,139.77542,東京国際交流館　プラザ平成〔メディアホール〕,03-5564-3030,http://www.jasso.go.jp/ryugaku/kyoten/tiec/index.html,102,102,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"映像上映会（試写会など）, 講演会, 展示会, -, -, -","講演会, 展示会, -",一般に貸出している,,7:00～23:00,ホール・劇場
江東区,青海２丁目,-,東京都江東区青海2-3-6,35.61934,139.77646,日本科学未来館〔未来館ホール〕,03-3570-9151,http://www.miraikan.jst.go.jp/,292,292,プロセニアム形式,扇型形式,固定席,"演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, 映像上映会（試写会など）, 講演会, 番組収録","映像上映会（試写会など）, 講演会",一般に貸出している,,8:00～22:00,ホール・劇場
江東区,青海２丁目,-,東京都江東区青海2-3-6,35.61934,139.77646,日本科学未来館〔イノベーションホール〕,03-3570-9151,http://www.miraikan.jst.go.jp/,103,180,オープン形式,アリーナ・平土間形式,ロールバックチェア,"映像上映会（試写会など）, 講演会, 展示会","映像上映会（試写会など）, 講演会",一般に貸出している,,8:00～22:00,ホール・劇場
江東区,扇橋３丁目,-,東京都江東区扇橋3-22-2,35.68417,139.82024,江東区男女共同参画推進センター　パルシティ江東〔レクホール〕,03-5683-0341,https://www.city.koto.lg.jp/055201/shisetsuannai/kokyo/omonashisetsu/shisetsu/16794.html,205,250,プロセニアム形式,シューボックス形式,ロールバックチェア,"クラシック, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","クラシック, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,大島４丁目,-,東京都江東区大島4-5-1,35.68911,139.82713,江東区総合区民センター〔レクホール〕,03-3637-2261,https://www.kcf.or.jp/sogo/,330,390,オープン形式,"アリーナ・平土間形式, 扇型形式",可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 懇親会","ポップス, クラシック, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, -, -",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,大島４丁目,-,東京都江東区大島4-5-1,35.68911,139.82713,江東区総合区民センター〔サブ・レクホール〕,03-3637-2261,https://www.kcf.or.jp/sogo/,120,120,,"アリーナ・平土間形式, 扇型形式",可動席（スタッキングチェア）,"演劇, 日本の伝統音楽（邦楽等）, バレエ, 映像上映会（試写会など）, 講演会, -, -","演劇, 日本の伝統音楽（邦楽等）, バレエ, 映像上映会（試写会など）, 講演会, -, -",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,大島８丁目,-,東京都江東区大島8-33-9,35.68934,139.84319,江東区東大島文化センター〔レクホール〕,03-3681-6331,https://www.kcf.or.jp/higashiohjima/index.html,250,250,オープン形式,平土間方式,可動席（スタッキングチェア）,"クラシック, 演歌・歌謡曲, ジャズ, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","クラシック, 演歌・歌謡曲, ジャズ, お笑い・寄席・演芸, 合唱, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,大島８丁目,-,東京都江東区大島8-33-9,35.68934,139.84319,江東区東大島文化センター〔ＡＶ・ホール〕,03-3681-6331,https://www.kcf.or.jp/higashiohjima/index.html,80,80,オープン形式,平土間形式,可動席（スタッキングチェア）,"クラシック, 演歌・歌謡曲, ジャズ, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","クラシック, 演歌・歌謡曲, ジャズ, お笑い・寄席・演芸, 合唱, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,東陽４丁目,-,東京都江東区東陽4-11-3,35.67309,139.81746,江東区文化センター〔ホール〕,03-3644-8111,https://www.kcf.or.jp/koto/,511,511,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,白河１丁目,-,東京都江東区白河1-3-28,35.68153,139.80017,深川江戸資料館〔小劇場〕,03-3630-8625,http://www.kcf.or.jp/fukagawa/,300,300,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,白河１丁目,-,東京都江東区白河1-3-28,35.68153,139.80017,深川江戸資料館〔レクホール〕,03-3630-8625,http://www.Kcf.or.jp/Fukagawa/,120,200,,,可動席（スタッキングチェア）,"クラシック, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス, 講演会, 展示会, -","クラシック, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス, 講演会, 展示会, -",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,豊洲２丁目,-,東京都江東区豊洲2-2-18,35.6545,139.79475,豊洲文化センター〔ホール〕,03-3536-5061 ,https://www.kcf.or.jp/toyosu,300,300,プロセニアム形式,"アリーナ・平土間形式, 扇型形式",固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, -","クラシック, ジャズ, ミュージカル, 日本の伝統音楽（邦楽等）, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,豊洲２丁目,-,東京都江東区豊洲2-2-18,35.6545,139.79475,豊洲文化センター〔レクホール〕,03-3536-5061 ,https://www.kcf.or.jp/toyosu,300,300,,,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, -","クラシック, ミュージカル, バレエ, ダンス・パフォーマンス, 合唱, 講演会, -",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,豊洲２丁目,-,東京都江東区豊洲2-2-18,35.6545,139.79475,豊洲文化センター〔サブ・レクホール〕,03-3536-5061 ,https://www.kcf.or.jp/toyosu,136,136,,,可動席（スタッキングチェア）,"ポップス, クラシック, ジャズ, 演劇, ミュージカル, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 講演会, -","クラシック, ミュージカル, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 講演会, -",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,豊洲６丁目,-,東京都江東区豊洲6-1-23,35.65033,139.79021,チームスマイル・豊洲ＰＩＴ,03-3531-7888,http://toyosu-pit.team-smile.org,1325,3103,プロセニアム形式,シューボックス形式,立ち見＆イス席,"ポップス, 演歌・歌謡曲, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）, 展示会, 企業式典, 撮影",,一般に貸出している,,10:00～23:00,ホール・劇場
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-25,35.64726,139.78563,IHI STAGE AROUND TOKYO,03-5144-0360,http://www.tbs.co.jp/stagearound/theater/,1324,1324,,,,演劇,,一般への貸出はしていない,,,ホール・劇場
江東区,北砂５丁目,-,東京都江東区北砂5-1-7,35.68037,139.83208,江東区砂町文化センター〔第1研修室〕,03-3640-1751 ,https://www.kcf.or.jp/sunamachi/,200,200,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,"クラシック, 演歌・歌謡曲, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","クラシック, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,北砂５丁目,-,東京都江東区北砂5-1-7,35.68037,139.83208,江東区砂町文化センター〔第2研修室〕,03-3640-1751 ,https://www.kcf.or.jp/sunamachi/,230,230,舞台なし,シューボックス形式,可動席（スタッキングチェア）,"クラシック, 合唱, 講演会","クラシック, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
江東区,北砂５丁目,-,東京都江東区北砂5-1-7,35.68037,139.83208,江東区砂町文化センター〔サブ・レクホール〕,03-3640-1751 ,https://www.kcf.or.jp/sunamachi/,100,100,舞台なし,シューボックス形式,可動席（スタッキングチェア）,"クラシック, 日本の伝統音楽（邦楽等）, 講演会",講演会,一般に貸出している,,9:00～22:00,ホール・劇場
江東区,夢の島２丁目,-,東京都江東区夢の島2-1-3,35.65083,139.82594,BumB 東京スポーツ文化館〔マルチホール〕,03-3521-2551,http://www.ys-tokyobay.co.jp/,,70,なし,,,"ダンス・パフォーマンス, 合唱",,一般に貸出している,,9:00～22:00,ホール・劇場
