指標名,観光地,,,,,,,,,,
出典,Tripadvisor,,,,,,,,,,
年次,2023/1/16 取得,,,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件、2022年度：1922件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁目,エリア,住所,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL
港区,赤坂一丁目,虎ノ門・六本木,東京都港区赤坂1-11-3,東京都港区赤坂1-11-3,35.66795,139.742386,林誓寺,神社/寺院/教会など,3,9,https://www.tripadvisor.jp/Attraction_Review-g14129743-d11426848-Reviews-Rinsei_ji_Temple-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,愛宕二丁目,虎ノ門・六本木,東京都港区愛宕2-8-4,東京都港区愛宕2-8-4,35.662697,139.747467,考壽院,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g1066451-d10513297-Reviews-Koju_in-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂四丁目,-,東京都港区赤坂4丁目2番,東京都港区赤坂4丁目2番,35.674843,139.734879,丹後坂,名所・有名スポット,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129743-d13344452-Reviews-Tangozaka-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,海岸一丁目,-,東京都港区海岸1-5-20,東京都港区海岸1-5-20,35.653442,139.758377,東京瓦斯創業記念碑,記念碑＆像,3,7,https://www.tripadvisor.jp/Attraction_Review-g1066451-d11710367-Reviews-Tokyo_Gas_Founding_Memorial_Monument-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,西麻布三丁目,-,東京都港区西麻布3-2-11,東京都港区西麻布3-2-11,35.660007,139.727478,長幸寺,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14129744-d14068951-Reviews-Choko_ji_Temple-Nishiazabu_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田一丁目,-,東京都港区三田1-4-74,東京都港区三田1-4-74,35.653522,139.740753,元神明宮,旧跡 ? 神社/寺院/教会など,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g14129732-d12318019-Reviews-Motoshimmeigu-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-2-10,東京都港区三田4-2-10,35.645699,139.740067,願海寺,神社/寺院/教会など,3,6,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14791178-Reviews-Gankai_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝大門一丁目,-,東京都港区芝大門1-12-7,東京都港区芝大門1-12-7,35.657707,139.753281,貯金塚,記念碑＆像,3,6,https://www.tripadvisor.jp/Attraction_Review-g14129729-d14827218-Reviews-Chokinzuka-Shibadaimon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4,東京都港区三田4,35.640961,139.737946,歯科医学教育発祥之地,記念碑＆像,3,9,https://www.tripadvisor.jp/Attraction_Review-g14129732-d12075944-Reviews-Shika_Igakukyoiku_Hassho_no_Chi-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,北青山二丁目,-,東京都港区北青山2-10-26,東京都港区北青山2-10-26,35.671978,139.715179,高徳寺,神社/寺院/教会など,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066451-d15709727-Reviews-Kotoku_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂七丁目,-,東京都港区赤坂7-6-10,東京都港区赤坂7-6-10,35.671703,139.732361,専福寺,神社/寺院/教会など,3,6,https://www.tripadvisor.jp/Attraction_Review-g14129743-d14826688-Reviews-Sempuku_ji_Temple-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-1-29,東京都港区三田4-1-29,35.646755,139.740555,宝生院,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14794831-Reviews-Hoshoin_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田一丁目,-,東京都港区三田1-12-11,東京都港区三田1-12-11,35.652443,139.739166,當光寺,旧跡 ? 神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129732-d12318029-Reviews-Toko_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,高輪一丁目,-,東京都港区高輪1-22-9,東京都港区高輪1-22-9,35.638458,139.733704,丸山神社,旧跡 ? 神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g14131019-d12072708-Reviews-Maruyama_Shrine-Takanawa_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,西麻布二丁目,-,東京都港区西麻布2-24-23,東京都港区西麻布2-24-23,35.660896,139.720963,大安寺,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g14129744-d15710385-Reviews-Daian_ji_Temple-Nishiazabu_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝公園一丁目,-,東京都港区芝公園1-5-25,東京都港区芝公園1-5-25,35.658016,139.751617,平和の女神像,記念碑＆像,3,7,https://www.tripadvisor.jp/Attraction_Review-g14129730-d14187245-Reviews-Heiwa_no_Megami_Statue-Shibakoen_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-7-29,東京都港区三田4-7-29,35.644051,139.737427,長松寺,神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g14129732-d11823250-Reviews-Choshoji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,浜松町一丁目,-,東京都港区浜松町1-13-1,東京都港区浜松町1-13-1,35.658848,139.756897,福沢近藤両翁学塾跡,記念碑＆像,3,7,https://www.tripadvisor.jp/Attraction_Review-g14129727-d11500545-Reviews-Fukuzawa_Kondo_Ryoo_Gakujuku_Monument-Hamamatsucho_Minato_Tokyo_Tokyo_Prefectu.html
港区,高輪二丁目,-,東京都港区高輪2-1-17,東京都港区高輪2-1-17,35.639179,139.73999,東京正心館,神社/寺院/教会など,-,1,https://www.tripadvisor.jp/Attraction_Review-g14131019-d15107683-Reviews-Happy_Science_Tokyo_Temple-Takanawa_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,霞が関三丁目,-,東京都港区虎ノ門1-2,東京都港区虎ノ門1-2,35.670326,139.748383,新聞創刊地,記念碑＆像,3,11,https://www.tripadvisor.jp/Attraction_Review-g14129647-d10309318-Reviews-Shinbun_Sokanchi-Toranomon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂三丁目,-,東京都港区赤坂3,東京都港区赤坂3,35.675716,139.737183,エスプラナード赤坂通り,名所・有名スポット,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129743-d17185061-Reviews-Esplanade_Akasaka_Dori-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,虎ノ門三丁目,-,東京都港区虎ノ門3-22,東京都港区虎ノ門3-22,35.661598,139.747726,青龍寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129647-d10513170-Reviews-Seiryu_ji_Temple-Toranomon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,元麻布一丁目,-,東京都港区元麻布1-7-15,東京都港区元麻布1-7-15,35.652905,139.733627,専光寺,神社/寺院/教会など,3,6,https://www.tripadvisor.jp/Attraction_Review-g1066451-d12244991-Reviews-Senko_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南青山三丁目,-,東京都港区南青山3-4-11,東京都港区南青山3-4-11,35.666828,139.717178,船光稲荷神社,神社/寺院/教会など,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066451-d15710372-Reviews-Funamitsu_Inari_Shrine-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,六本木五丁目,虎ノ門・六本木,東京都港区六本木5-13,東京都港区六本木5-13,35.65892,139.736023,於多福坂,名所・有名スポット,3,6,https://www.tripadvisor.jp/Attraction_Review-g14129735-d10309131-Reviews-Otafukuzaka-Roppongi_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-3-9,東京都港区三田4-3-9,35.644875,139.739288,明王院,神社/寺院/教会など,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14782858-Reviews-Myooin_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,麻布台三丁目,-,東京都港区麻布台3-4-17,東京都港区麻布台3-4-17,35.660172,139.738892,島崎藤村旧居跡,旧跡,3,6,https://www.tripadvisor.jp/Attraction_Review-g1066451-d12244977-Reviews-Former_Residence_of_Shimazaki_Toson-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南麻布一丁目,-,東京都港区南麻布1-6-7,東京都港区南麻布1-6-7,35.652287,139.73616,福泉寺,神社/寺院/教会など,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d12244398-Reviews-Fukusenji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-5-12,東京都港区三田4-5-12,35.644012,139.738922,仙翁寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14768056-Reviews-Senno_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南青山一丁目,-,東京都港区南青山1-2,東京都港区南青山1-2,35.671936,139.724564,赤坂消防署発祥の地記念碑,記念碑＆像,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066451-d12259962-Reviews-Akasaka_Shobosho_Hassho_no_Chi_Monument-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,白金二丁目,-,東京都港区白金2-7-19,東京都港区白金2-7-19,35.640369,139.729095,正源寺,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14131360-d14782640-Reviews-Shogen_ji_Temple-Shirokane_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,西麻布三丁目,-,東京都港区西麻布3-2-13,東京都港区西麻布3-2-13,35.659904,139.727325,妙善寺,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14129744-d14181004-Reviews-Myozen_ji_Temple-Nishiazabu_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,虎ノ門三丁目,-,東京都港区虎ノ門3-11-7,東京都港区虎ノ門3-11-7,35.664989,139.747299,栄立院,神社/寺院/教会など,3,9,https://www.tripadvisor.jp/Attraction_Review-g14129647-d10513378-Reviews-Eiryu_in-Toranomon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,北青山二丁目,-,東京都港区北青山2-12-9,東京都港区北青山2-12-9,35.670757,139.716278,実相寺,神社/寺院/教会など,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066451-d15709746-Reviews-Jisso_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝大門二丁目,-,東京都港区芝大門2-7,東京都港区芝大門2-7,35.655525,139.753159,尾崎紅葉生誕の地,旧跡,3,13,https://www.tripadvisor.jp/Attraction_Review-g14129729-d10309016-Reviews-Birthplace_of_Koyo_Ozaki-Shibadaimon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,高輪一丁目,-,東京都港区高輪1-27-21,東京都港区高輪1-27-21,35.636452,139.733139,黄梅院,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14131019-d17306218-Reviews-Kobai_in_Temple-Takanawa_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-7-20,東京都港区三田4-7-20,35.643566,139.73671,大信寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g14129732-d11946274-Reviews-Daishin_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,麻布狸穴町,-,東京都港区麻布狸穴町58,東京都港区麻布狸穴町58,35.65937,139.739334,鼠坂,名所・有名スポット,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066451-d15709121-Reviews-Nezumizaka-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南麻布三丁目,-,東京都港区南麻布3-12,東京都港区南麻布3-12,35.648453,139.730637,本村町貝塚,旧跡 ? 古代遺跡,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d11946204-Reviews-Hommuracho_Kaizuka-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-7-30,東京都港区三田4-7-30,35.644283,139.737793,忍願寺,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14782939-Reviews-Ningan_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,愛宕一丁目,虎ノ門・六本木,東京都港区愛宕2-3-4,東京都港区愛宕2-3-4,35.664318,139.749023,伝叟院,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066451-d10513369-Reviews-Denso_in-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂五丁目,-,東京都港区赤坂5-1-26,東京都港区赤坂5-1-26,35.673496,139.734695,鈴降稲荷神社,旧跡 ? 神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g14129743-d12318164-Reviews-Suzufuriinari_Shrine-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-8-38,東京都港区三田4-8-38,35.643131,139.737198,宝徳寺,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14208229-Reviews-Hotoku_ji_Temple-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,青海四丁目,-,東京都港区台場2-3,東京都港区台場2-3,35.620583,139.780548,テレポートブリッジ,橋,4,1,https://www.tripadvisor.jp/Attraction_Review-g14134368-d24326639-Reviews-Teleport_Bridge-Daiba_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂七丁目,-,東京都港区赤坂7-6-5,東京都港区赤坂7-6-5,35.672173,139.731903,道教寺,神社/寺院/教会など,3,9,https://www.tripadvisor.jp/Attraction_Review-g14129743-d12244935-Reviews-Dokyo_ji_Temple-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,海岸三丁目,-,東京都港区海岸3,東京都港区海岸3,35.641972,139.755402,芝浦球場跡地,旧跡 ? 記念碑＆像,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d16850085-Reviews-The_Site_of_Shibaura_Baseball_Field-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝大門二丁目,-,東京都港区芝大門2丁目7-15,東京都港区芝大門2丁目7-15,35.655502,139.75325,首尾稲荷神社,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129729-d17580753-Reviews-Shubi_Inari_Shrine-Shibadaimon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,六本木七丁目,虎ノ門・六本木,東京都港区六本木7-6-13,東京都港区六本木7-6-13,35.664074,139.728287,法庵寺,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129735-d13969551-Reviews-Hoan_ji_Temple-Roppongi_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田四丁目,-,東京都港区三田4-11,東京都港区三田4-11,35.643173,139.739685,幽霊坂,名所・有名スポット ? 眺めのよい散策エリア,3,5,https://www.tripadvisor.jp/Attraction_Review-g14129732-d16641041-Reviews-Yurei_zaka_Slope-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田一丁目,-,東京都港区三田1-7,東京都港区三田1-7,35.654396,139.739319,銀杏稲荷大明神,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14129732-d15632593-Reviews-Ginnan_Inari_Daimyojin_Shrine-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,六本木七丁目,虎ノ門・六本木,東京都港区六本木7-14-6,東京都港区六本木7-14-6,35.663605,139.731598,深広寺,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14129735-d13969558-Reviews-Shinko_ji_Temple-Roppongi_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝二丁目,-,東京都港区芝2-30-8,東京都港区芝2-30-8,35.649994,139.751984,法泉寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066451-d12076056-Reviews-Hosen_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,虎ノ門一丁目,-,東京都港区虎ノ門1-22-15,東京都港区虎ノ門1-22-15,35.667343,139.748093,乃木将軍縁故の地,名所・有名スポット,2.5,5,https://www.tripadvisor.jp/Attraction_Review-g14129647-d14208185-Reviews-Nogi_Shogun_Enko_no_Ji-Toranomon_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,三田三丁目,-,東京都港区三田3-3-3,東京都港区三田3-3-3,35.647247,139.743729,三田子育延命地蔵尊,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g14129732-d14007680-Reviews-Mitako_Sodate_Enmei_Jizoson-Mita_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,六本木六丁目,虎ノ門・六本木,東京都港区六本木6-7-20,東京都港区六本木6-7-20,35.661804,139.73201,長耀寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129735-d14062794-Reviews-Choyo_ji_Temple-Roppongi_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,六本木七丁目,虎ノ門・六本木,東京都港区六本木7-14-12,東京都港区六本木7-14-12,35.663326,139.731323,光専寺,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g14129735-d14062789-Reviews-Kosen_ji_Temple-Roppongi_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南青山二丁目,-,東京都港区南青山2-18-18,東京都港区南青山2-18-18,35.669567,139.719879,三河稲荷神社,神社/寺院/教会など,4,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d15710361-Reviews-Mikawa_Inari_Shrine-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南麻布二丁目,-,東京都港区南麻布2-14-17,東京都港区南麻布2-14-17,35.647644,139.733398,西福寺,旧跡 ? 神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066451-d11931015-Reviews-Saifuku_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,赤坂四丁目,-,東京都港区赤坂4丁目1番,東京都港区赤坂4丁目1番,35.675842,139.733963,牛鳴坂,名所・有名スポット,3,4,https://www.tripadvisor.jp/Attraction_Review-g14129743-d13336875-Reviews-Ushinakizaka-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,高輪三丁目,-,東京都港区高輪3-16-16,東京都港区高輪3-16-16,35.634029,139.73555,最初のイギリス公使館跡（東禅寺）,旧跡,3,1,https://www.tripadvisor.jp/Attraction_Review-g14131019-d19409460-Reviews-First_British_Legation_Ruins_Tozenji_Temple-Takanawa_Minato_Tokyo_Tokyo_Prefec.html
港区,高輪二丁目,-,東京都港区高輪2丁目1番21号,東京都港区高輪2丁目1番21号,35.638435,139.737808,陽寿院,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g14131019-d17713831-Reviews-Yoju_in_Temple-Takanawa_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,南麻布五丁目,-,東京都港区南麻布5-5-4,東京都港区南麻布5-5-4,35.65403,139.725266,阿弥陀寺,神社/寺院/教会など,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d14986131-Reviews-Amida_ji_Temple-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝浦三丁目,-,東京都港区芝浦3-3-6,東京都港区芝浦3-3-6,35.64436,139.747757,放送記念碑,記念碑＆像,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066451-d11710468-Reviews-Broadcasting_Memorial_Monument-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,芝公園一丁目,-,東京都港区芝公園1-1,東京都港区芝公園1-1,35.660507,139.751816,日本近代初等教育発祥の地,記念碑＆像,3,8,https://www.tripadvisor.jp/Attraction_Review-g14129730-d11495179-Reviews-Nihon_Kindai_Shoto_Kyoiku_Hassho_no_Chi_Monument-Shibakoen_Minato_Tokyo_Tokyo_.html
港区,芝公園一丁目,-,東京都港区芝公園1-8-15,東京都港区芝公園1-8-15,35.657368,139.751221,源興院,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g14129730-d18928145-Reviews-Genko_in_Temple-Shibakoen_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,西麻布四丁目,-,東京都港区西麻布4-9-2,東京都港区西麻布4-9-2,35.656898,139.722931,神道大教院,神社/寺院/教会など,4,1,https://www.tripadvisor.jp/Attraction_Review-g14129744-d23705143-Reviews-Shinto_Taikyo_in-Nishiazabu_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
港区,港南一丁目,-,東京都港区港南1-2-70,東京都港区港南1-2-70,35.632565,139.742477,品川シーズンテラス,名所・有名スポット,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066451-d16489410-Reviews-Shinaagwa_Season_Terrace-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
